Country/Territory,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,country_code
Saint Martin,5802.0,6301.788461538462,6801.576923076923,7301.365384615385,7801.153846153846,8300.942307692309,8800.73076923077,9300.51923076923,9800.307692307691,10300.096153846154,10799.884615384615,11299.673076923078,11799.46153846154,12299.25,12799.03846153846,13298.826923076922,13798.615384615385,14298.403846153846,14798.192307692309,15297.98076923077,15797.76923076923,16297.557692307691,16797.346153846156,17297.134615384617,17796.923076923078,18296.71153846154,18796.5,19296.28846153846,19796.07692307692,20295.865384615383,20795.653846153844,21295.44230769231,21795.23076923077,22295.01923076923,22794.80769230769,23294.596153846152,23794.384615384617,24294.17307692308,24793.96153846154,25293.75,25793.53846153846,26293.32692307692,26793.115384615387,27292.903846153848,27792.69230769231,28292.48076923077,28792.26923076923,29292.05769230769,29791.84615384616,30291.634615384617,30791.42307692308,31291.21153846154,31791.0,MF
Saint Pierre and Miquelon,5537.0,5543.25,5549.5,5555.75,5562.0,5568.25,5574.5,5580.75,5587.0,5593.25,5599.5,5605.75,5612.0,5618.25,5624.5,5630.75,5637.0,5643.25,5649.5,5655.75,5662.0,5668.25,5674.5,5680.75,5687.0,5693.25,5699.5,5705.75,5712.0,5718.25,5724.5,5730.75,5737.0,5743.25,5749.5,5755.75,5762.0,5768.25,5774.5,5780.75,5787.0,5793.25,5799.5,5805.75,5812.0,5818.25,5824.5,5830.75,5837.0,5843.25,5849.5,5855.75,5862.0,PM
Saint Vincent and the Grenadines,98459.0,98564.55769230767,98670.1153846154,98775.67307692308,98881.23076923077,98986.78846153848,99092.34615384616,99197.90384615384,99303.46153846152,99409.01923076923,99514.57692307692,99620.1346153846,99725.69230769233,99831.25,99936.80769230767,100042.3653846154,100147.92307692308,100253.48076923077,100359.03846153848,100464.59615384616,100570.15384615384,100675.71153846152,100781.26923076923,100886.82692307692,100992.3846153846,101097.94230769233,101203.5,101309.05769230767,101414.6153846154,101520.17307692308,101625.73076923077,101731.28846153848,101836.84615384616,101942.40384615384,102047.96153846152,102153.51923076923,102259.07692307692,102364.6346153846,102470.19230769233,102575.75,102681.30769230767,102786.8653846154,102892.42307692308,102997.98076923077,103103.53846153848,103209.09615384616,103314.65384615384,103420.21153846152,103525.76923076923,103631.32692307692,103736.8846153846,103842.44230769233,103948.0,VC
Samoa,142771.0,144301.98076923078,145832.96153846153,147363.9423076923,148894.92307692306,150425.90384615384,151956.88461538462,153487.86538461538,155018.84615384616,156549.82692307694,158080.8076923077,159611.78846153847,161142.76923076922,162673.75,164204.73076923078,165735.71153846153,167266.6923076923,168797.67307692306,170328.65384615384,171859.63461538462,173390.61538461538,174921.59615384616,176452.57692307694,177983.5576923077,179514.53846153847,181045.51923076925,182576.5,184107.4807692308,185638.46153846156,187169.4423076923,188700.42307692303,190231.40384615384,191762.38461538465,193293.36538461535,194824.34615384616,196355.3269230769,197886.3076923077,199417.28846153847,200948.26923076925,202479.25,204010.2307692308,205541.21153846156,207072.1923076923,208603.17307692303,210134.15384615384,211665.13461538465,213196.11538461535,214727.09615384616,216258.0769230769,217789.0576923077,219320.03846153847,220851.01923076925,222382.0,WS
San Marino,18169.0,18466.903846153848,18764.80769230769,19062.71153846154,19360.615384615383,19658.51923076923,19956.42307692308,20254.32692307692,20552.23076923077,20850.134615384617,21148.03846153846,21445.94230769231,21743.846153846152,22041.75,22339.653846153844,22637.55769230769,22935.46153846154,23233.365384615383,23531.26923076923,23829.17307692308,24127.07692307692,24424.98076923077,24722.884615384617,25020.78846153846,25318.692307692305,25616.596153846152,25914.5,26212.403846153844,26510.30769230769,26808.21153846154,27106.115384615383,27404.01923076923,27701.92307692308,27999.82692307692,28297.73076923077,28595.634615384617,28893.53846153846,29191.442307692305,29489.346153846152,29787.25,30085.153846153844,30383.05769230769,30680.96153846154,30978.865384615383,31276.76923076923,31574.67307692308,31872.57692307692,32170.48076923077,32468.384615384613,32766.28846153846,33064.192307692305,33362.09615384616,33660.0,SM
Sao Tome and Principe,77583.0,80463.71153846153,83344.42307692308,86225.13461538461,89105.84615384616,91986.55769230767,94867.26923076923,97747.98076923077,100628.69230769233,103509.40384615384,106390.1153846154,109270.82692307692,112151.53846153848,115032.25,117912.96153846152,120793.67307692308,123674.38461538462,126555.09615384616,129435.80769230767,132316.51923076925,135197.23076923078,138077.9423076923,140958.65384615384,143839.36538461538,146720.07692307694,149600.78846153847,152481.5,155362.21153846156,158242.92307692306,161123.63461538462,164004.34615384616,166885.0576923077,169765.76923076925,172646.48076923075,175527.1923076923,178407.90384615384,181288.61538461535,184169.3269230769,187050.03846153847,189930.75,192811.4615384616,195692.17307692303,198572.88461538465,201453.59615384616,204334.3076923077,207215.01923076925,210095.7307692308,212976.4423076923,215857.15384615384,218737.86538461535,221618.5769230769,224499.28846153847,227380.0,ST
Saudi Arabia,6106191.0,6688933.865384615,7271676.730769231,7854419.596153846,8437162.461538462,9019905.326923076,9602648.192307692,10185391.057692308,10768133.923076924,11350876.788461538,11933619.653846154,12516362.519230768,13099105.384615384,13681848.25,14264591.115384616,14847333.98076923,15430076.846153846,16012819.711538462,16595562.576923076,17178305.442307692,17761048.307692308,18343791.17307692,18926534.038461536,19509276.903846152,20092019.769230768,20674762.634615384,21257505.5,21840248.365384616,22422991.230769232,23005734.096153844,23588476.96153846,24171219.82692308,24753962.69230769,25336705.557692308,25919448.423076924,26502191.28846154,27084934.153846152,27667677.019230768,28250419.884615384,28833162.75,29415905.615384616,29998648.480769232,30581391.346153844,31164134.21153846,31746877.07692308,32329619.94230769,32912362.807692308,33495105.673076924,34077848.538461536,34660591.40384615,35243334.26923077,35826077.134615384,36408820.0,SA
Senegal,4367744.0,4616757.557692308,4865771.115384615,5114784.673076923,5363798.230769231,5612811.788461538,5861825.346153846,6110838.903846154,6359852.461538462,6608866.019230769,6857879.576923077,7106893.134615384,7355906.692307692,7604920.25,7853933.807692308,8102947.365384616,8351960.923076923,8600974.480769232,8849988.038461538,9099001.596153846,9348015.153846154,9597028.71153846,9846042.269230768,10095055.826923076,10344069.384615384,10593082.942307692,10842096.5,11091110.057692308,11340123.615384616,11589137.173076924,11838150.730769232,12087164.288461538,12336177.846153846,12585191.403846154,12834204.961538462,13083218.51923077,13332232.076923076,13581245.634615384,13830259.192307692,14079272.75,14328286.307692308,14577299.865384616,14826313.423076922,15075326.98076923,15324340.538461538,15573354.096153846,15822367.653846154,16071381.211538462,16320394.769230768,16569408.326923076,16818421.884615384,17067435.442307692,17316449.0,SN
Serbia,7193533.0,7194068.230769231,7194603.461538462,7195138.692307692,7195673.923076923,7196209.153846154,7196744.384615385,7197279.615384615,7197814.846153846,7198350.076923077,7198885.307692308,7199420.538461538,7199955.769230769,7200491.0,7201026.230769231,7201561.461538462,7202096.692307692,7202631.923076923,7203167.153846154,7203702.384615385,7204237.615384615,7204772.846153846,7205308.076923077,7205843.307692308,7206378.538461538,7206913.769230769,7207449.0,7207984.230769231,7208519.461538462,7209054.692307692,7209589.923076923,7210125.153846154,7210660.384615385,7211195.615384615,7211730.846153846,7212266.076923077,7212801.307692308,7213336.538461538,7213871.769230769,7214407.0,7214942.230769231,7215477.461538462,7216012.692307692,7216547.923076923,7217083.153846154,7217618.384615385,7218153.615384615,7218688.846153846,7219224.076923077,7219759.307692308,7220294.538461538,7220829.769230769,7221365.0,RS
Seychelles,54379.0,55393.21153846154,56407.42307692308,57421.63461538462,58435.84615384616,59450.057692307695,60464.269230769234,61478.480769230766,62492.69230769231,63506.90384615384,64521.11538461538,65535.32692307692,66549.53846153847,67563.75,68577.96153846153,69592.17307692308,70606.38461538461,71620.59615384616,72634.80769230769,73649.01923076923,74663.23076923077,75677.44230769231,76691.65384615384,77705.86538461538,78720.07692307692,79734.28846153847,80748.5,81762.71153846153,82776.92307692308,83791.13461538461,84805.34615384616,85819.55769230769,86833.76923076923,87847.98076923077,88862.19230769231,89876.40384615384,90890.61538461538,91904.82692307692,92919.03846153848,93933.25,94947.46153846152,95961.67307692308,96975.88461538462,97990.09615384616,99004.30769230767,100018.51923076922,101032.73076923077,102046.94230769233,103061.15384615384,104075.36538461538,105089.57692307692,106103.78846153848,107118.0,SC
Sierra Leone,2778557.0,2890617.7884615385,3002678.576923077,3114739.3653846155,3226800.153846154,3338860.9423076925,3450921.730769231,3562982.519230769,3675043.307692308,3787104.096153846,3899164.884615385,4011225.673076923,4123286.4615384615,4235347.25,4347408.038461538,4459468.826923077,4571529.615384616,4683590.403846154,4795651.192307692,4907711.980769231,5019772.76923077,5131833.557692308,5243894.346153846,5355955.134615385,5468015.923076923,5580076.711538462,5692137.5,5804198.288461538,5916259.076923077,6028319.865384616,6140380.653846154,6252441.442307692,6364502.230769231,6476563.01923077,6588623.807692308,6700684.596153846,6812745.384615385,6924806.173076924,7036866.961538462,7148927.75,7260988.538461539,7373049.326923077,7485110.115384616,7597170.903846154,7709231.692307693,7821292.480769231,7933353.26923077,8045414.057692308,8157474.846153846,8269535.634615385,8381596.423076923,8493657.211538462,8605718.0,SL
Singapore,2061831.0,2137097.5,2212364.0,2287630.5,2362897.0,2438163.5,2513430.0,2588696.5,2663963.0,2739229.5,2814496.0,2889762.5,2965029.0,3040295.5,3115562.0,3190828.5,3266095.0,3341361.5,3416628.0,3491894.5,3567161.0,3642427.5,3717694.0,3792960.5,3868227.0,3943493.5,4018760.0,4094026.5,4169293.0,4244559.5,4319826.0,4395092.5,4470359.0,4545625.5,4620892.0,4696158.5,4771425.0,4846691.5,4921958.0,4997224.5,5072491.0,5147757.5,5223024.0,5298290.5,5373557.0,5448823.5,5524090.0,5599356.5,5674623.0,5749889.5,5825156.0,5900422.5,5975689.0,SG
Sint Maarten,6260.0,6989.134615384615,7718.2692307692305,8447.403846153846,9176.53846153846,9905.673076923076,10634.807692307691,11363.942307692309,12093.076923076922,12822.21153846154,13551.346153846152,14280.48076923077,15009.615384615385,15738.75,16467.884615384617,17197.01923076923,17926.153846153844,18655.28846153846,19384.42307692308,20113.55769230769,20842.692307692305,21571.82692307692,22300.96153846154,23030.096153846152,23759.23076923077,24488.365384615383,25217.5,25946.634615384613,26675.76923076923,27404.903846153844,28134.03846153846,28863.173076923074,29592.30769230769,30321.44230769231,31050.57692307692,31779.71153846154,32508.846153846152,33237.980769230766,33967.11538461538,34696.25,35425.38461538461,36154.519230769234,36883.65384615384,37612.78846153846,38341.92307692308,39071.05769230769,39800.19230769231,40529.32692307692,41258.46153846154,41987.59615384616,42716.730769230766,43445.86538461538,44175.0,SX
Slovakia,4522867.0,4544416.730769231,4565966.461538462,4587516.192307692,4609065.923076923,4630615.653846154,4652165.384615385,4673715.115384615,4695264.846153846,4716814.576923077,4738364.307692308,4759914.038461538,4781463.769230769,4803013.5,4824563.230769231,4846112.961538462,4867662.692307692,4889212.423076923,4910762.153846154,4932311.884615385,4953861.615384615,4975411.346153846,4996961.076923077,5018510.807692308,5040060.538461538,5061610.269230769,5083160.0,5104709.730769231,5126259.461538462,5147809.192307692,5169358.923076923,5190908.653846154,5212458.384615385,5234008.115384615,5255557.846153846,5277107.576923077,5298657.307692308,5320207.038461538,5341756.769230769,5363306.5,5384856.230769231,5406405.961538462,5427955.692307692,5449505.423076923,5471055.153846154,5492604.884615385,5514154.615384615,5535704.346153846,5557254.076923077,5578803.807692308,5600353.538461538,5621903.269230769,5643453.0,SK
Slovenia,1741286.0,1748565.9615384615,1755845.923076923,1763125.8846153845,1770405.8461538462,1777685.8076923075,1784965.7692307692,1792245.7307692308,1799525.6923076925,1806805.6538461535,1814085.6153846155,1821365.576923077,1828645.5384615385,1835925.5,1843205.4615384613,1850485.423076923,1857765.3846153845,1865045.3461538465,1872325.307692308,1879605.2692307688,1886885.2307692308,1894165.1923076925,1901445.1538461535,1908725.1153846155,1916005.076923077,1923285.0384615385,1930565.0,1937844.9615384613,1945124.923076923,1952404.8846153845,1959684.8461538465,1966964.807692308,1974244.7692307688,1981524.7307692308,1988804.6923076925,1996084.6538461535,2003364.6153846155,2010644.576923077,2017924.5384615385,2025204.5,2032484.4615384613,2039764.423076923,2047044.3846153845,2054324.346153846,2061604.307692308,2068884.2692307688,2076164.2307692308,2083444.1923076925,2090724.1538461535,2098004.1153846155,2105284.076923077,2112564.0384615385,2119844.0,SI
Solomon Islands,172833.0,183437.61538461535,194042.2307692308,204646.84615384616,215251.46153846156,225856.0769230769,236460.6923076923,247065.3076923077,257669.92307692303,268274.5384615385,278879.1538461539,289483.76923076925,300088.3846153846,310693.0,321297.6153846154,331902.23076923075,342506.8461538461,353111.4615384615,363716.07692307694,374320.6923076923,384925.3076923077,395529.9230769231,406134.5384615385,416739.1538461539,427343.7692307693,437948.3846153846,448553.0,459157.6153846154,469762.2307692308,480366.8461538462,490971.4615384616,501576.07692307694,512180.6923076923,522785.3076923077,533389.923076923,543994.5384615385,554599.1538461539,565203.7692307692,575808.3846153846,586413.0,597017.6153846154,607622.2307692308,618226.8461538462,628831.4615384615,639436.076923077,650040.6923076923,660645.3076923077,671249.923076923,681854.5384615385,692459.1538461539,703063.7692307692,713668.3846153846,724273.0,SB
Somalia,3720977.0,3987833.423076923,4254689.846153846,4521546.269230769,4788402.692307692,5055259.115384615,5322115.538461538,5588971.961538462,5855828.384615384,6122684.807692308,6389541.23076923,6656397.653846154,6923254.076923077,7190110.5,7456966.923076923,7723823.346153846,7990679.769230769,8257536.192307692,8524392.615384616,8791249.038461538,9058105.46153846,9324961.884615384,9591818.307692308,9858674.73076923,10125531.153846154,10392387.576923076,10659244.0,10926100.423076924,11192956.846153846,11459813.269230768,11726669.692307692,11993526.115384616,12260382.538461538,12527238.961538462,12794095.384615384,13060951.807692308,13327808.23076923,13594664.653846154,13861521.076923076,14128377.5,14395233.923076922,14662090.346153846,14928946.769230768,15195803.192307692,15462659.615384614,15729516.038461538,15996372.46153846,16263228.884615384,16530085.307692308,16796941.730769232,17063798.153846152,17330654.576923076,17597511.0,SO
South Africa,22368306.0,23089951.75,23811597.5,24533243.25,25254889.0,25976534.75,26698180.5,27419826.25,28141472.0,28863117.75,29584763.5,30306409.25,31028055.0,31749700.75,32471346.5,33192992.25,33914638.0,34636283.75,35357929.5,36079575.25,36801221.0,37522866.75,38244512.5,38966158.25,39687804.0,40409449.75,41131095.5,41852741.25,42574387.0,43296032.75,44017678.5,44739324.25,45460970.0,46182615.75,46904261.5,47625907.25,48347553.0,49069198.75,49790844.5,50512490.25,51234136.0,51955781.75,52677427.5,53399073.25,54120719.0,54842364.75,55564010.5,56285656.25,57007302.0,57728947.75,58450593.5,59172239.25,59893885.0,ZA
South Korea,32601143.0,32970655.82692308,33340168.653846152,33709681.48076923,34079194.307692304,34448707.134615384,34818219.961538464,35187732.788461536,35557245.615384616,35926758.442307696,36296271.26923077,36665784.09615385,37035296.92307692,37404809.75,37774322.57692308,38143835.40384615,38513348.23076923,38882861.057692304,39252373.88461538,39621886.711538464,39991399.538461536,40360912.365384616,40730425.192307696,41099938.01923077,41469450.84615385,41838963.67307693,42208476.5,42577989.32692308,42947502.15384615,43317014.98076923,43686527.807692304,44056040.63461538,44425553.461538464,44795066.288461536,45164579.115384616,45534091.942307696,45903604.76923077,46273117.59615385,46642630.42307693,47012143.25,47381656.07692308,47751168.90384615,48120681.73076923,48490194.557692304,48859707.38461538,49229220.211538464,49598733.038461536,49968245.865384616,50337758.692307696,50707271.51923077,51076784.34615385,51446297.17307693,51815810.0,KR
South Sudan,3342410.0,3488001.423076923,3633592.846153846,3779184.269230769,3924775.692307692,4070367.115384615,4215958.538461538,4361549.961538462,4507141.384615384,4652732.807692308,4798324.23076923,4943915.653846154,5089507.076923077,5235098.5,5380689.923076923,5526281.346153846,5671872.769230769,5817464.192307692,5963055.615384615,6108647.038461538,6254238.461538461,6399829.884615384,6545421.307692308,6691012.73076923,6836604.153846154,6982195.576923076,7127787.0,7273378.423076922,7418969.846153846,7564561.269230769,7710152.692307692,7855744.115384615,8001335.538461538,8146926.961538461,8292518.384615384,8438109.807692308,8583701.23076923,8729292.653846152,8874884.076923076,9020475.5,9166066.923076922,9311658.346153846,9457249.769230768,9602841.192307692,9748432.615384616,9894024.038461538,10039615.46153846,10185206.884615384,10330798.307692308,10476389.73076923,10621981.153846152,10767572.576923076,10913164.0,SS
Spain,33792617.0,34057348.01923077,34322079.038461536,34586810.057692304,34851541.07692308,35116272.09615385,35381003.115384616,35645734.134615384,35910465.15384615,36175196.17307692,36439927.192307696,36704658.211538464,36969389.23076923,37234120.25,37498851.26923077,37763582.288461536,38028313.307692304,38293044.32692308,38557775.34615385,38822506.365384616,39087237.38461538,39351968.40384615,39616699.42307693,39881430.442307696,40146161.461538464,40410892.48076923,40675623.5,40940354.51923077,41205085.538461536,41469816.557692304,41734547.57692308,41999278.59615385,42264009.615384616,42528740.63461538,42793471.65384615,43058202.67307693,43322933.692307696,43587664.711538464,43852395.73076923,44117126.75,44381857.76923077,44646588.788461536,44911319.807692304,45176050.82692308,45440781.84615385,45705512.865384616,45970243.88461538,46234974.90384615,46499705.92307693,46764436.942307696,47029167.961538464,47293898.98076923,47558630.0,ES
Sri Lanka,12388769.0,12570372.346153846,12751975.692307692,12933579.038461538,13115182.384615384,13296785.73076923,13478389.076923076,13659992.423076924,13841595.76923077,14023199.115384616,14204802.461538462,14386405.807692308,14568009.153846154,14749612.5,14931215.846153846,15112819.192307692,15294422.538461538,15476025.884615384,15657629.230769232,15839232.576923076,16020835.923076924,16202439.26923077,16384042.615384616,16565645.961538462,16747249.307692308,16928852.653846152,17110456.0,17292059.346153848,17473662.692307692,17655266.03846154,17836869.384615384,18018472.730769232,18200076.07692308,18381679.423076924,18563282.769230768,18744886.115384616,18926489.461538464,19108092.807692308,19289696.153846152,19471299.5,19652902.846153848,19834506.19230769,20016109.53846154,20197712.884615384,20379316.230769232,20560919.57692308,20742522.923076924,20924126.269230768,21105729.615384616,21287332.961538464,21468936.307692308,21650539.653846152,21832143.0,LK
Sudan,11305206.0,11989225.192307692,12673244.384615384,13357263.576923076,14041282.769230768,14725301.96153846,15409321.153846154,16093340.346153846,16777359.538461536,17461378.730769232,18145397.92307692,18829417.115384616,19513436.307692308,20197455.5,20881474.69230769,21565493.884615384,22249513.07692308,22933532.269230768,23617551.46153846,24301570.653846152,24985589.846153844,25669609.038461536,26353628.230769232,27037647.42307692,27721666.615384616,28405685.807692308,29089705.0,29773724.19230769,30457743.384615384,31141762.57692308,31825781.769230768,32509800.96153846,33193820.153846152,33877839.34615384,34561858.538461536,35245877.73076923,35929896.92307692,36613916.11538461,37297935.307692304,37981954.5,38665973.69230769,39349992.88461538,40034012.07692307,40718031.26923077,41402050.461538464,42086069.65384615,42770088.84615384,43454108.038461536,44138127.23076923,44822146.42307692,45506165.615384616,46190184.807692304,46874204.0,SD
Suriname,379918.0,384497.2692307693,389076.5384615384,393655.8076923077,398235.07692307694,402814.3461538461,407393.6153846154,411972.8846153846,416552.1538461539,421131.4230769231,425710.6923076923,430289.9615384615,434869.2307692308,439448.5,444027.7692307693,448607.0384615384,453186.3076923077,457765.57692307694,462344.8461538461,466924.1153846154,471503.3846153846,476082.6538461539,480661.9230769231,485241.1923076923,489820.4615384615,494399.7307692308,498979.0,503558.2692307693,508137.5384615384,512716.8076923077,517296.0769230769,521875.3461538461,526454.6153846154,531033.8846153846,535613.1538461539,540192.423076923,544771.6923076923,549350.9615384615,553930.2307692308,558509.5,563088.7692307692,567668.0384615385,572247.3076923077,576826.5769230769,581405.8461538461,585985.1153846154,590564.3846153846,595143.6538461539,599722.923076923,604302.1923076923,608881.4615384615,613460.7307692308,618040.0,SR
Sweden,8027702.0,8076195.173076923,8124688.346153846,8173181.519230769,8221674.692307692,8270167.865384615,8318661.038461538,8367154.211538462,8415647.384615384,8464140.557692308,8512633.73076923,8561126.903846154,8609620.076923076,8658113.25,8706606.423076924,8755099.596153846,8803592.76923077,8852085.942307692,8900579.115384616,8949072.288461538,8997565.461538462,9046058.634615384,9094551.807692308,9143044.98076923,9191538.153846154,9240031.326923076,9288524.5,9337017.673076924,9385510.846153846,9434004.01923077,9482497.192307692,9530990.365384616,9579483.538461538,9627976.711538462,9676469.884615384,9724963.057692308,9773456.23076923,9821949.403846154,9870442.576923076,9918935.75,9967428.923076924,10015922.096153846,10064415.26923077,10112908.442307692,10161401.615384616,10209894.788461538,10258387.961538462,10306881.134615384,10355374.307692308,10403867.480769232,10452360.653846154,10500853.826923076,10549347.0,SE
Switzerland,6181227.0,6230443.25,6279659.5,6328875.75,6378092.0,6427308.25,6476524.5,6525740.75,6574957.0,6624173.25,6673389.5,6722605.75,6771822.0,6821038.25,6870254.5,6919470.75,6968687.0,7017903.25,7067119.5,7116335.75,7165552.0,7214768.25,7263984.5,7313200.75,7362417.0,7411633.25,7460849.5,7510065.75,7559282.0,7608498.25,7657714.5,7706930.75,7756147.0,7805363.25,7854579.5,7903795.75,7953012.0,8002228.25,8051444.5,8100660.75,8149877.0,8199093.25,8248309.5,8297525.75,8346742.0,8395958.25,8445174.5,8494390.75,8543607.0,8592823.25,8642039.5,8691255.75,8740472.0,CH
Syria,6319199.0,6623161.5,6927124.0,7231086.5,7535049.0,7839011.5,8142974.0,8446936.5,8750899.0,9054861.5,9358824.0,9662786.5,9966749.0,10270711.5,10574674.0,10878636.5,11182599.0,11486561.5,11790524.0,12094486.5,12398449.0,12702411.5,13006374.0,13310336.5,13614299.0,13918261.5,14222224.0,14526186.5,14830149.0,15134111.5,15438074.0,15742036.5,16045999.0,16349961.5,16653924.0,16957886.5,17261849.0,17565811.5,17869774.0,18173736.5,18477699.0,18781661.5,19085624.0,19389586.5,19693549.0,19997511.5,20301474.0,20605436.5,20909399.0,21213361.5,21517324.0,21821286.5,22125249.0,SY
Taiwan,14957870.0,15129707.0,15301544.0,15473381.0,15645218.0,15817055.0,15988892.0,16160729.0,16332566.0,16504403.0,16676240.0,16848077.0,17019914.0,17191751.0,17363588.0,17535425.0,17707262.0,17879099.0,18050936.0,18222773.0,18394610.0,18566447.0,18738284.0,18910121.0,19081958.0,19253795.0,19425632.0,19597469.0,19769306.0,19941143.0,20112980.0,20284817.0,20456654.0,20628491.0,20800328.0,20972165.0,21144002.0,21315839.0,21487676.0,21659513.0,21831350.0,22003187.0,22175024.0,22346861.0,22518698.0,22690535.0,22862372.0,23034209.0,23206046.0,23377883.0,23549720.0,23721557.0,23893394.0,TW
Tajikistan,2993019.0,3126860.6923076925,3260702.3846153845,3394544.076923077,3528385.769230769,3662227.4615384615,3796069.153846154,3929910.846153846,4063752.5384615385,4197594.230769231,4331435.923076923,4465277.615384616,4599119.307692308,4732961.0,4866802.692307692,5000644.384615385,5134486.076923077,5268327.76923077,5402169.461538462,5536011.153846154,5669852.846153846,5803694.538461538,5937536.230769231,6071377.923076923,6205219.615384616,6339061.307692308,6472903.0,6606744.692307692,6740586.384615385,6874428.076923077,7008269.76923077,7142111.461538462,7275953.153846154,7409794.846153846,7543636.538461539,7677478.230769231,7811319.923076923,7945161.615384616,8079003.307692308,8212845.0,8346686.692307692,8480528.384615384,8614370.076923076,8748211.769230768,8882053.461538462,9015895.153846154,9149736.846153846,9283578.53846154,9417420.230769232,9551261.923076924,9685103.615384616,9818945.307692308,9952787.0,TJ
Tanzania,13618192.0,14615875.76923077,15613559.538461538,16611243.307692308,17608927.076923076,18606610.846153848,19604294.615384616,20601978.384615384,21599662.153846152,22597345.923076924,23595029.69230769,24592713.461538464,25590397.230769232,26588081.0,27585764.769230768,28583448.538461536,29581132.307692308,30578816.07692308,31576499.846153848,32574183.615384616,33571867.384615384,34569551.15384616,35567234.92307693,36564918.692307696,37562602.461538464,38560286.23076923,39557970.0,40555653.76923077,41553337.538461536,42551021.307692304,43548705.07692307,44546388.84615385,45544072.615384616,46541756.38461538,47539440.15384615,48537123.92307692,49534807.692307696,50532491.461538464,51530175.23076923,52527859.0,53525542.76923077,54523226.538461536,55520910.30769231,56518594.07692308,57516277.84615385,58513961.615384616,59511645.38461538,60509329.15384615,61507012.92307693,62504696.692307696,63502380.461538464,64500064.23076923,65497748.0,TZ
Thailand,35791728.0,36482214.57692308,37172701.15384615,37863187.73076923,38553674.307692304,39244160.88461538,39934647.461538464,40625134.038461536,41315620.615384616,42006107.192307696,42696593.76923077,43387080.34615385,44077566.92307692,44768053.5,45458540.07692307,46149026.65384615,46839513.23076923,47529999.807692304,48220486.38461538,48910972.961538464,49601459.538461536,50291946.115384616,50982432.692307696,51672919.26923077,52363405.84615384,53053892.42307692,53744379.0,54434865.57692307,55125352.15384615,55815838.73076923,56506325.307692304,57196811.88461538,57887298.461538464,58577785.038461536,59268271.61538461,59958758.192307696,60649244.76923077,61339731.34615384,62030217.92307692,62720704.5,63411191.07692307,64101677.65384615,64792164.23076923,65482650.807692304,66173137.38461538,66863623.961538464,67554110.53846154,68244597.11538461,68935083.69230768,69625570.26923077,70316056.84615384,71006543.42307693,71697030.0,TH
Timor-Leste,554021.0,569160.9038461539,584300.8076923077,599440.7115384615,614580.6153846154,629720.5192307692,644860.4230769231,660000.3269230769,675140.2307692308,690280.1346153846,705420.0384615385,720559.9423076923,735699.8461538461,750839.75,765979.6538461539,781119.5576923077,796259.4615384615,811399.3653846154,826539.2692307692,841679.173076923,856819.076923077,871958.9807692308,887098.8846153846,902238.7884615384,917378.6923076924,932518.596153846,947658.5,962798.4038461538,977938.3076923076,993078.2115384616,1008218.1153846154,1023358.0192307692,1038497.923076923,1053637.826923077,1068777.7307692308,1083917.6346153845,1099057.5384615385,1114197.4423076925,1129337.346153846,1144477.25,1159617.153846154,1174757.0576923075,1189896.9615384615,1205036.8653846155,1220176.7692307692,1235316.673076923,1250456.576923077,1265596.4807692308,1280736.3846153845,1295876.2884615385,1311016.1923076925,1326156.096153846,1341296.0,TL
Togo,2197383.0,2325292.923076923,2453202.846153846,2581112.769230769,2709022.6923076925,2836932.6153846155,2964842.5384615385,3092752.461538461,3220662.3846153845,3348572.307692308,3476482.230769231,3604392.153846154,3732302.076923077,3860212.0,3988121.923076923,4116031.846153846,4243941.769230769,4371851.692307692,4499761.615384616,4627671.538461538,4755581.461538462,4883491.384615384,5011401.307692308,5139311.230769231,5267221.153846154,5395131.076923077,5523041.0,5650950.923076923,5778860.846153846,5906770.76923077,6034680.692307692,6162590.615384616,6290500.538461538,6418410.461538462,6546320.384615385,6674230.307692308,6802140.230769231,6930050.153846154,7057960.076923077,7185870.0,7313779.923076923,7441689.846153846,7569599.769230769,7697509.692307692,7825419.615384615,7953329.538461539,8081239.461538462,8209149.384615385,8337059.307692308,8464969.230769232,8592879.153846154,8720789.076923076,8848699.0,TG
Tokelau,1714.0,1717.0192307692307,1720.0384615384614,1723.0576923076924,1726.076923076923,1729.0961538461538,1732.1153846153843,1735.1346153846157,1738.1538461538462,1741.173076923077,1744.1923076923076,1747.2115384615386,1750.2307692307693,1753.25,1756.2692307692307,1759.2884615384614,1762.3076923076924,1765.326923076923,1768.3461538461538,1771.3653846153843,1774.3846153846157,1777.4038461538462,1780.423076923077,1783.4423076923076,1786.4615384615386,1789.4807692307693,1792.5,1795.5192307692307,1798.5384615384614,1801.5576923076924,1804.576923076923,1807.5961538461536,1810.6153846153843,1813.6346153846157,1816.6538461538464,1819.673076923077,1822.692307692308,1825.7115384615383,1828.7307692307693,1831.75,1834.7692307692307,1837.7884615384612,1840.8076923076924,1843.826923076923,1846.8461538461536,1849.8653846153843,1852.8846153846157,1855.9038461538464,1858.923076923077,1861.942307692308,1864.9615384615383,1867.9807692307693,1871.0,TK
