Country/Territory,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,country_code
Equatorial Guinea,316955.0,343069.48076923075,369183.9615384616,395298.4423076923,421412.9230769231,447527.4038461539,473641.8846153846,499756.3653846154,525870.8461538461,551985.326923077,578099.8076923077,604214.2884615385,630328.7692307692,656443.25,682557.7307692308,708672.2115384615,734786.6923076923,760901.173076923,787015.6538461539,813130.1346153846,839244.6153846154,865359.0961538461,891473.5769230769,917588.0576923076,943702.5384615384,969817.0192307692,995931.5,1022045.9807692308,1048160.4615384616,1074274.9423076925,1100389.423076923,1126503.903846154,1152618.3846153845,1178732.8653846155,1204847.346153846,1230961.826923077,1257076.3076923075,1283190.7884615385,1309305.2692307692,1335419.75,1361534.2307692308,1387648.7115384615,1413763.1923076925,1439877.673076923,1465992.1538461538,1492106.6346153847,1518221.1153846155,1544335.5961538462,1570450.076923077,1596564.5576923075,1622679.0384615385,1648793.5192307692,1674908.0,GQ
Eritrea,1272748.0,1319118.8461538462,1365489.6923076925,1411860.5384615385,1458231.3846153845,1504602.2307692308,1550973.076923077,1597343.923076923,1643714.7692307692,1690085.6153846155,1736456.4615384615,1782827.3076923075,1829198.153846154,1875569.0,1921939.8461538465,1968310.6923076925,2014681.5384615385,2061052.3846153845,2107423.230769231,2153794.076923077,2200164.923076923,2246535.769230769,2292906.6153846155,2339277.461538461,2385648.307692308,2432019.153846154,2478390.0,2524760.846153846,2571131.6923076925,2617502.5384615385,2663873.384615385,2710244.230769231,2756615.076923077,2802985.923076923,2849356.769230769,2895727.6153846155,2942098.461538461,2988469.307692308,3034840.153846154,3081211.0,3127581.846153846,3173952.6923076925,3220323.5384615385,3266694.384615385,3313065.230769231,3359436.076923077,3405806.923076923,3452177.769230769,3498548.6153846155,3544919.461538461,3591290.307692308,3637661.153846154,3684032.0,ER
Estonia,1361999.0,1361307.9038461538,1360616.8076923075,1359925.7115384615,1359234.6153846155,1358543.5192307692,1357852.423076923,1357161.326923077,1356470.2307692308,1355779.1346153845,1355088.0384615385,1354396.9423076925,1353705.8461538462,1353014.75,1352323.6538461538,1351632.5576923075,1350941.4615384615,1350250.3653846155,1349559.2692307692,1348868.173076923,1348177.076923077,1347485.9807692308,1346794.8846153845,1346103.7884615385,1345412.6923076925,1344721.5961538462,1344030.5,1343339.4038461538,1342648.3076923075,1341957.2115384615,1341266.1153846155,1340575.0192307692,1339883.923076923,1339192.826923077,1338501.7307692308,1337810.6346153845,1337119.5384615385,1336428.4423076925,1335737.3461538462,1335046.25,1334355.1538461538,1333664.0576923075,1332972.9615384615,1332281.8653846155,1331590.7692307692,1330899.673076923,1330208.576923077,1329517.4807692308,1328826.3846153845,1328135.2884615385,1327444.1923076925,1326753.0961538462,1326062.0,EE
Eswatini,442865.0,457457.4038461539,472049.8076923077,486642.2115384616,501234.6153846154,515827.0192307693,530419.4230769231,545011.8269230769,559604.2307692308,574196.6346153846,588789.0384615385,603381.4423076923,617973.8461538461,632566.25,647158.6538461539,661751.0576923077,676343.4615384615,690935.8653846154,705528.2692307692,720120.673076923,734713.076923077,749305.4807692308,763897.8846153846,778490.2884615385,793082.6923076923,807675.0961538461,822267.5,836859.9038461538,851452.3076923077,866044.7115384615,880637.1153846154,895229.5192307692,909821.923076923,924414.326923077,939006.7307692308,953599.1346153846,968191.5384615384,982783.9423076924,997376.346153846,1011968.75,1026561.153846154,1041153.5576923076,1055745.9615384615,1070338.3653846155,1084930.7692307692,1099523.173076923,1114115.576923077,1128707.9807692308,1143300.3846153845,1157892.7884615385,1172485.1923076925,1187077.596153846,1201670.0,SZ
Ethiopia,28308246.0,30136547.5,31964849.0,33793150.5,35621452.0,37449753.5,39278055.0,41106356.5,42934658.0,44762959.5,46591261.0,48419562.5,50247864.0,52076165.5,53904467.0,55732768.5,57561070.0,59389371.5,61217673.0,63045974.5,64874276.0,66702577.5,68530879.0,70359180.5,72187482.0,74015783.5,75844085.0,77672386.5,79500688.0,81328989.5,83157291.0,84985592.5,86813894.0,88642195.5,90470497.0,92298798.5,94127100.0,95955401.5,97783703.0,99612004.5,101440306.0,103268607.5,105096909.0,106925210.5,108753512.0,110581813.5,112410115.0,114238416.5,116066718.0,117895019.5,119723321.0,121551622.5,123379924.0,ET
Falkland Islands,2274.0,2302.9615384615386,2331.923076923077,2360.8846153846152,2389.846153846154,2418.8076923076924,2447.769230769231,2476.730769230769,2505.692307692308,2534.653846153846,2563.6153846153848,2592.576923076923,2621.538461538461,2650.5,2679.4615384615386,2708.423076923077,2737.3846153846152,2766.346153846154,2795.3076923076924,2824.2692307692305,2853.230769230769,2882.192307692308,2911.153846153846,2940.1153846153848,2969.076923076923,2998.038461538461,3027.0,3055.9615384615386,3084.923076923077,3113.8846153846152,3142.846153846154,3171.8076923076924,3200.7692307692305,3229.730769230769,3258.692307692308,3287.653846153846,3316.6153846153848,3345.576923076923,3374.538461538461,3403.5,3432.461538461538,3461.423076923077,3490.3846153846152,3519.346153846154,3548.3076923076924,3577.2692307692305,3606.230769230769,3635.192307692308,3664.153846153846,3693.1153846153848,3722.076923076923,3751.038461538461,3780.0,FK
Faroe Islands,38416.0,38698.19230769231,38980.38461538462,39262.57692307692,39544.769230769234,39826.96153846154,40109.15384615384,40391.34615384616,40673.53846153846,40955.730769230766,41237.92307692308,41520.11538461538,41802.307692307695,42084.5,42366.69230769231,42648.88461538462,42931.07692307692,43213.269230769234,43495.46153846154,43777.65384615384,44059.84615384616,44342.03846153846,44624.230769230766,44906.42307692308,45188.61538461538,45470.807692307695,45753.0,46035.19230769231,46317.38461538462,46599.57692307692,46881.769230769234,47163.96153846154,47446.15384615384,47728.34615384616,48010.53846153846,48292.730769230766,48574.92307692308,48857.11538461538,49139.30769230769,49421.5,49703.69230769231,49985.88461538462,50268.07692307692,50550.269230769234,50832.46153846154,51114.65384615384,51396.84615384616,51679.03846153846,51961.230769230766,52243.42307692308,52525.61538461538,52807.80769230769,53090.0,FO
Fiji,527634.0,535367.3076923077,543100.6153846154,550833.9230769231,558567.2307692308,566300.5384615385,574033.8461538461,581767.1538461539,589500.4615384615,597233.7692307692,604967.0769230769,612700.3846153846,620433.6923076923,628167.0,635900.3076923077,643633.6153846154,651366.9230769231,659100.2307692308,666833.5384615385,674566.8461538461,682300.1538461539,690033.4615384615,697766.7692307692,705500.076923077,713233.3846153846,720966.6923076923,728700.0,736433.3076923077,744166.6153846154,751899.9230769231,759633.2307692308,767366.5384615385,775099.8461538461,782833.1538461539,790566.4615384615,798299.7692307692,806033.076923077,813766.3846153846,821499.6923076923,829233.0,836966.3076923077,844699.6153846154,852432.923076923,860166.2307692308,867899.5384615385,875632.8461538462,883366.1538461539,891099.4615384615,898832.7692307692,906566.076923077,914299.3846153846,922032.6923076924,929766.0,FJ
Finland,4606621.0,4624584.923076923,4642548.846153846,4660512.769230769,4678476.692307692,4696440.615384615,4714404.538461538,4732368.461538462,4750332.384615385,4768296.307692308,4786260.230769231,4804224.153846154,4822188.076923077,4840152.0,4858115.923076923,4876079.846153846,4894043.769230769,4912007.692307692,4929971.615384615,4947935.538461538,4965899.461538462,4983863.384615385,5001827.307692308,5019791.230769231,5037755.153846154,5055719.076923077,5073683.0,5091646.923076923,5109610.846153846,5127574.769230769,5145538.692307692,5163502.615384615,5181466.538461538,5199430.461538462,5217394.384615385,5235358.307692308,5253322.230769231,5271286.153846154,5289250.076923077,5307214.0,5325177.923076923,5343141.846153846,5361105.769230769,5379069.692307692,5397033.615384616,5414997.538461538,5432961.461538462,5450925.384615385,5468889.307692308,5486853.230769231,5504817.153846154,5522781.076923077,5540745.0,FI
France,50523586.0,50794798.34615385,51066010.692307696,51337223.038461536,51608435.38461538,51879647.73076923,52150860.07692308,52422072.42307692,52693284.76923077,52964497.115384616,53235709.461538464,53506921.807692304,53778134.15384615,54049346.5,54320558.84615385,54591771.192307696,54862983.538461536,55134195.88461538,55405408.23076923,55676620.57692307,55947832.92307692,56219045.26923077,56490257.615384616,56761469.961538464,57032682.307692304,57303894.65384615,57575107.0,57846319.34615385,58117531.692307696,58388744.038461536,58659956.38461538,58931168.73076923,59202381.07692307,59473593.42307692,59744805.76923077,60016018.115384616,60287230.461538464,60558442.807692304,60829655.15384615,61100867.5,61372079.84615384,61643292.192307696,61914504.538461536,62185716.88461538,62456929.23076923,62728141.57692307,62999353.92307692,63270566.26923077,63541778.615384616,63812990.961538464,64084203.307692304,64355415.65384615,64626628.0,FR
French Guiana,46484.0,51446.94230769231,56409.88461538462,61372.82692307692,66335.76923076923,71298.71153846153,76261.65384615384,81224.59615384616,86187.53846153847,91150.48076923077,96113.42307692308,101076.36538461538,106039.30769230767,111002.25,115965.19230769233,120928.1346153846,125891.07692307692,130854.01923076923,135816.96153846153,140779.90384615384,145742.84615384616,150705.78846153844,155668.73076923075,160631.67307692306,165594.61538461538,170557.5576923077,175520.5,180483.4423076923,185446.38461538465,190409.3269230769,195372.2692307692,200335.21153846156,205298.15384615384,210261.09615384616,215224.03846153847,220186.9807692308,225149.92307692303,230112.86538461535,235075.8076923077,240038.75,245001.6923076923,249964.63461538465,254927.5769230769,259890.5192307692,264853.4615384615,269816.4038461539,274779.3461538461,279742.2884615385,284705.23076923075,289668.17307692306,294631.1153846154,299594.0576923077,304557.0,GF
French Polynesia,117891.0,121513.84615384616,125136.69230769233,128759.53846153848,132382.38461538462,136005.23076923078,139628.07692307694,143250.92307692306,146873.76923076922,150496.61538461538,154119.46153846153,157742.3076923077,161365.15384615384,164988.0,168610.84615384616,172233.6923076923,175856.53846153847,179479.38461538462,183102.23076923075,186725.0769230769,190347.92307692303,193970.76923076925,197593.61538461535,201216.46153846156,204839.3076923077,208462.15384615384,212085.0,215707.84615384616,219330.6923076923,222953.53846153844,226576.38461538465,230199.23076923075,233822.0769230769,237444.92307692303,241067.76923076925,244690.61538461535,248313.46153846156,251936.3076923077,255559.15384615384,259182.0,262804.8461538461,266427.6923076923,270050.5384615385,273673.3846153846,277296.23076923075,280919.0769230769,284541.92307692306,288164.76923076925,291787.6153846154,295410.4615384615,299033.3076923077,302656.1538461539,306279.0,PF
Gabon,597192.0,631649.6923076923,666107.3846153846,700565.0769230769,735022.7692307692,769480.4615384615,803938.1538461538,838395.8461538461,872853.5384615385,907311.2307692308,941768.923076923,976226.6153846154,1010684.3076923076,1045142.0,1079599.6923076925,1114057.3846153845,1148515.076923077,1182972.769230769,1217430.4615384615,1251888.1538461538,1286345.846153846,1320803.5384615385,1355261.2307692308,1389718.923076923,1424176.6153846153,1458634.3076923075,1493092.0,1527549.6923076925,1562007.3846153845,1596465.076923077,1630922.769230769,1665380.4615384615,1699838.1538461538,1734295.846153846,1768753.5384615385,1803211.2307692308,1837668.923076923,1872126.6153846155,1906584.3076923075,1941042.0,1975499.6923076925,2009957.3846153845,2044415.0769230768,2078872.769230769,2113330.461538461,2147788.153846154,2182245.846153846,2216703.538461538,2251161.2307692305,2285618.923076923,2320076.615384615,2354534.3076923075,2388992.0,GA
Gambia,528731.0,570601.4038461539,612471.8076923077,654342.2115384615,696212.6153846154,738083.0192307692,779953.423076923,821823.8269230769,863694.2307692308,905564.6346153846,947435.0384615384,989305.4423076924,1031175.846153846,1073046.25,1114916.6538461538,1156787.0576923075,1198657.4615384615,1240527.8653846155,1282398.2692307692,1324268.673076923,1366139.076923077,1408009.4807692308,1449879.8846153845,1491750.2884615385,1533620.6923076925,1575491.096153846,1617361.5,1659231.9038461538,1701102.3076923075,1742972.7115384615,1784843.1153846153,1826713.5192307688,1868583.923076923,1910454.3269230768,1952324.7307692308,1994195.1346153845,2036065.5384615385,2077935.9423076925,2119806.346153846,2161676.75,2203547.153846154,2245417.5576923075,2287287.961538461,2329158.365384615,2371028.769230769,2412899.173076923,2454769.576923077,2496639.980769231,2538510.3846153845,2580380.788461538,2622251.192307692,2664121.596153846,2705992.0,GM
Georgia,4800426.0,4780117.519230769,4759809.038461538,4739500.557692308,4719192.076923077,4698883.596153846,4678575.115384615,4658266.634615385,4637958.153846154,4617649.673076923,4597341.192307692,4577032.711538462,4556724.230769231,4536415.75,4516107.269230769,4495798.788461538,4475490.307692308,4455181.826923077,4434873.346153846,4414564.865384615,4394256.384615385,4373947.903846154,4353639.423076923,4333330.942307692,4313022.461538462,4292713.980769231,4272405.5,4252097.019230769,4231788.538461538,4211480.057692308,4191171.576923077,4170863.096153846,4150554.615384616,4130246.134615385,4109937.653846154,4089629.173076923,4069320.692307692,4049012.2115384615,4028703.730769231,4008395.25,3988086.769230769,3967778.2884615385,3947469.807692308,3927161.326923077,3906852.846153846,3886544.365384616,3866235.884615385,3845927.403846154,3825618.923076923,3805310.442307692,3785001.9615384615,3764693.480769231,3744385.0,GE
Germany,78294583.0,78392184.15384616,78489785.3076923,78587386.46153846,78684987.61538461,78782588.76923077,78880189.92307693,78977791.07692307,79075392.23076923,79172993.38461539,79270594.53846154,79368195.6923077,79465796.84615384,79563398.0,79660999.15384616,79758600.3076923,79856201.46153846,79953802.61538461,80051403.76923077,80149004.92307693,80246606.07692307,80344207.23076923,80441808.38461539,80539409.53846154,80637010.6923077,80734611.84615384,80832213.0,80929814.15384616,81027415.3076923,81125016.46153846,81222617.61538461,81320218.76923077,81417819.92307693,81515421.07692307,81613022.23076923,81710623.38461539,81808224.53846154,81905825.6923077,82003426.84615384,82101028.0,82198629.15384616,82296230.3076923,82393831.46153846,82491432.61538461,82589033.76923077,82686634.92307693,82784236.07692307,82881837.23076923,82979438.38461539,83077039.53846154,83174640.6923077,83272241.84615384,83369843.0,DE
Ghana,8861895.0,9335240.673076924,9808586.346153846,10281932.01923077,10755277.692307692,11228623.365384616,11701969.038461538,12175314.711538462,12648660.384615384,13122006.057692308,13595351.730769232,14068697.403846154,14542043.076923076,15015388.75,15488734.423076924,15962080.096153846,16435425.769230768,16908771.442307692,17382117.115384616,17855462.788461536,18328808.461538464,18802154.134615384,19275499.807692308,19748845.480769232,20222191.153846152,20695536.82692308,21168882.5,21642228.17307692,22115573.846153848,22588919.519230768,23062265.19230769,23535610.865384616,24008956.538461536,24482302.211538464,24955647.884615384,25428993.557692308,25902339.230769232,26375684.903846152,26849030.57692308,27322376.25,27795721.923076924,28269067.596153844,28742413.269230768,29215758.94230769,29689104.615384616,30162450.288461536,30635795.96153846,31109141.634615384,31582487.307692308,32055832.980769232,32529178.653846152,33002524.32692308,33475870.0,GH
Gibraltar,26685.0,26799.69230769231,26914.384615384617,27029.07692307692,27143.76923076923,27258.46153846154,27373.153846153848,27487.846153846152,27602.53846153846,27717.23076923077,27831.92307692308,27946.615384615383,28061.30769230769,28176.0,28290.69230769231,28405.384615384617,28520.07692307692,28634.76923076923,28749.46153846154,28864.153846153848,28978.846153846152,29093.53846153846,29208.23076923077,29322.92307692308,29437.615384615383,29552.30769230769,29667.0,29781.69230769231,29896.384615384617,30011.07692307692,30125.76923076923,30240.46153846154,30355.153846153848,30469.846153846152,30584.53846153846,30699.23076923077,30813.92307692308,30928.615384615383,31043.30769230769,31158.0,31272.69230769231,31387.384615384617,31502.07692307692,31616.76923076923,31731.46153846154,31846.153846153848,31960.84615384616,32075.53846153846,32190.23076923077,32304.92307692308,32419.615384615383,32534.30769230769,32649.0,GI
Greece,8544873.0,8580259.5,8615646.0,8651032.5,8686419.0,8721805.5,8757192.0,8792578.5,8827965.0,8863351.5,8898738.0,8934124.5,8969511.0,9004897.5,9040284.0,9075670.5,9111057.0,9146443.5,9181830.0,9217216.5,9252603.0,9287989.5,9323376.0,9358762.5,9394149.0,9429535.5,9464922.0,9500308.5,9535695.0,9571081.5,9606468.0,9641854.5,9677241.0,9712627.5,9748014.0,9783400.5,9818787.0,9854173.5,9889560.0,9924946.5,9960333.0,9995719.5,10031106.0,10066492.5,10101879.0,10137265.5,10172652.0,10208038.5,10243425.0,10278811.5,10314198.0,10349584.5,10384971.0,GR
Greenland,45434.0,45646.15384615384,45858.307692307695,46070.46153846154,46282.61538461538,46494.769230769234,46706.92307692308,46919.07692307692,47131.230769230766,47343.38461538462,47555.53846153846,47767.69230769231,47979.84615384616,48192.0,48404.15384615384,48616.307692307695,48828.46153846154,49040.61538461538,49252.769230769234,49464.92307692308,49677.07692307692,49889.230769230766,50101.38461538462,50313.53846153846,50525.69230769231,50737.84615384616,50950.0,51162.15384615384,51374.307692307695,51586.46153846154,51798.61538461538,52010.769230769234,52222.92307692308,52435.07692307692,52647.230769230766,52859.38461538462,53071.53846153846,53283.69230769231,53495.84615384616,53708.0,53920.15384615384,54132.307692307695,54344.46153846154,54556.61538461538,54768.769230769234,54980.92307692308,55193.07692307692,55405.230769230766,55617.38461538462,55829.53846153846,56041.69230769231,56253.84615384616,56466.0,GL
Grenada,98794.0,99306.3846153846,99818.76923076923,100331.15384615384,100843.53846153848,101355.92307692308,101868.30769230767,102380.69230769233,102893.07692307692,103405.46153846152,103917.84615384616,104430.23076923077,104942.6153846154,105455.0,105967.3846153846,106479.76923076923,106992.15384615384,107504.53846153848,108016.92307692308,108529.30769230767,109041.69230769233,109554.07692307692,110066.46153846152,110578.84615384616,111091.23076923077,111603.6153846154,112116.0,112628.3846153846,113140.76923076923,113653.15384615384,114165.53846153848,114677.92307692308,115190.30769230767,115702.69230769233,116215.07692307692,116727.46153846152,117239.84615384616,117752.23076923077,118264.61538461538,118777.0,119289.3846153846,119801.76923076923,120314.15384615384,120826.53846153848,121338.92307692308,121851.30769230767,122363.69230769233,122876.07692307692,123388.46153846152,123900.84615384616,124413.23076923077,124925.61538461538,125438.0,GD
Guadeloupe,318310.0,319799.26923076925,321288.53846153844,322777.8076923077,324267.07692307694,325756.3461538461,327245.6153846154,328734.8846153846,330224.1538461539,331713.42307692306,333202.6923076923,334691.9615384616,336181.23076923075,337670.5,339159.76923076925,340649.03846153844,342138.3076923077,343627.57692307694,345116.8461538461,346606.1153846154,348095.3846153846,349584.6538461539,351073.92307692306,352563.1923076923,354052.4615384616,355541.73076923075,357031.0,358520.26923076925,360009.53846153844,361498.8076923077,362988.07692307694,364477.3461538461,365966.6153846154,367455.8846153846,368945.1538461539,370434.4230769231,371923.6923076923,373412.9615384616,374902.2307692308,376391.5,377880.7692307693,379370.0384615384,380859.3076923077,382348.57692307694,383837.8461538461,385327.1153846154,386816.3846153846,388305.6538461539,389794.9230769231,391284.1923076923,392773.4615384615,394262.7307692308,395752.0,GP
Guam,88300.0,89905.26923076923,91510.53846153848,93115.80769230767,94721.07692307692,96326.34615384616,97931.6153846154,99536.8846153846,101142.15384615384,102747.42307692308,104352.69230769233,105957.96153846152,107563.23076923077,109168.5,110773.76923076923,112379.03846153848,113984.30769230767,115589.57692307692,117194.84615384616,118800.11538461538,120405.3846153846,122010.65384615384,123615.92307692308,125221.19230769233,126826.46153846152,128431.73076923077,130037.0,131642.26923076922,133247.53846153847,134852.8076923077,136458.07692307694,138063.34615384616,139668.61538461538,141273.88461538462,142879.15384615384,144484.42307692306,146089.6923076923,147694.96153846153,149300.23076923075,150905.5,152510.76923076922,154116.03846153844,155721.3076923077,157326.57692307694,158931.84615384616,160537.11538461538,162142.38461538462,163747.65384615384,165352.92307692306,166958.1923076923,168563.46153846153,170168.73076923075,171774.0,GU
Guatemala,5453208.0,5691490.692307692,5929773.384615385,6168056.076923077,6406338.769230769,6644621.461538462,6882904.153846154,7121186.846153846,7359469.538461538,7597752.230769231,7836034.923076923,8074317.615384616,8312600.307692308,8550883.0,8789165.692307692,9027448.384615384,9265731.076923076,9504013.76923077,9742296.461538462,9980579.153846154,10218861.846153846,10457144.53846154,10695427.230769232,10933709.923076924,11171992.615384616,11410275.307692308,11648558.0,11886840.692307692,12125123.384615384,12363406.076923076,12601688.769230768,12839971.461538462,13078254.153846154,13316536.846153846,13554819.53846154,13793102.230769232,14031384.923076924,14269667.615384616,14507950.307692308,14746233.0,14984515.692307692,15222798.384615384,15461081.076923078,15699363.76923077,15937646.461538462,16175929.153846154,16414211.846153846,16652494.538461538,16890777.230769232,17129059.923076924,17367342.615384616,17605625.307692308,17843908.0,GT
Guernsey,52656.0,52860.71153846154,53065.42307692308,53270.13461538462,53474.84615384616,53679.557692307695,53884.269230769234,54088.980769230766,54293.69230769231,54498.40384615384,54703.11538461538,54907.82692307692,55112.53846153846,55317.25,55521.96153846154,55726.67307692308,55931.38461538462,56136.09615384616,56340.807692307695,56545.519230769234,56750.230769230766,56954.94230769231,57159.65384615384,57364.36538461538,57569.07692307692,57773.78846153846,57978.5,58183.21153846154,58387.92307692308,58592.63461538462,58797.34615384616,59002.057692307695,59206.769230769234,59411.480769230766,59616.19230769231,59820.90384615384,60025.61538461538,60230.32692307692,60435.03846153846,60639.75,60844.46153846154,61049.17307692308,61253.88461538462,61458.59615384616,61663.30769230769,61868.019230769234,62072.730769230766,62277.44230769231,62482.15384615384,62686.86538461538,62891.57692307692,63096.28846153846,63301.0,GG
Guinea,4222374.0,4407700.288461538,4593026.576923077,4778352.865384615,4963679.153846154,5149005.442307692,5334331.730769231,5519658.019230769,5704984.307692308,5890310.596153846,6075636.884615385,6260963.173076923,6446289.461538462,6631615.75,6816942.038461538,7002268.326923077,7187594.615384616,7372920.903846154,7558247.192307692,7743573.480769231,7928899.76923077,8114226.057692308,8299552.346153846,8484878.634615384,8670204.923076924,8855531.211538462,9040857.5,9226183.78846154,9411510.076923076,9596836.365384616,9782162.653846154,9967488.942307692,10152815.230769232,10338141.519230768,10523467.807692308,10708794.096153846,10894120.384615384,11079446.673076924,11264772.961538462,11450099.25,11635425.53846154,11820751.826923076,12006078.115384616,12191404.403846154,12376730.692307692,12562056.980769232,12747383.26923077,12932709.557692308,13118035.846153846,13303362.134615384,13488688.423076924,13674014.711538462,13859341.0,GN
Guinea-Bissau,591663.0,620776.5192307692,649890.0384615385,679003.5576923077,708117.0769230769,737230.5961538461,766344.1153846154,795457.6346153846,824571.1538461539,853684.673076923,882798.1923076923,911911.7115384616,941025.2307692308,970138.75,999252.2692307692,1028365.7884615384,1057479.3076923075,1086592.826923077,1115706.346153846,1144819.8653846155,1173933.3846153845,1203046.903846154,1232160.423076923,1261273.9423076925,1290387.4615384615,1319500.9807692308,1348614.5,1377728.0192307692,1406841.5384615385,1435955.0576923075,1465068.576923077,1494182.096153846,1523295.6153846155,1552409.1346153845,1581522.653846154,1610636.173076923,1639749.6923076925,1668863.2115384615,1697976.7307692308,1727090.25,1756203.7692307692,1785317.2884615385,1814430.807692308,1843544.326923077,1872657.8461538465,1901771.3653846155,1930884.8846153845,1959998.4038461535,1989111.923076923,2018225.4423076925,2047338.9615384613,2076452.4807692308,2105566.0,GW
Guyana,705261.0,707250.7115384615,709240.4230769231,711230.1346153846,713219.8461538461,715209.5576923077,717199.2692307692,719188.9807692308,721178.6923076923,723168.4038461539,725158.1153846154,727147.8269230769,729137.5384615385,731127.25,733116.9615384615,735106.6730769231,737096.3846153846,739086.0961538461,741075.8076923077,743065.5192307692,745055.2307692308,747044.9423076923,749034.6538461539,751024.3653846154,753014.0769230769,755003.7884615385,756993.5,758983.2115384615,760972.9230769231,762962.6346153846,764952.3461538461,766942.0576923077,768931.7692307692,770921.4807692308,772911.1923076923,774900.9038461539,776890.6153846154,778880.3269230769,780870.0384615385,782859.75,784849.4615384615,786839.1730769231,788828.8846153846,790818.5961538461,792808.3076923077,794798.0192307692,796787.7307692308,798777.4423076923,800767.1538461539,802756.8653846154,804746.5769230769,806736.2884615385,808726.0,GY
Haiti,4680812.0,4813584.769230769,4946357.538461538,5079130.307692308,5211903.076923077,5344675.846153846,5477448.615384615,5610221.384615384,5742994.153846154,5875766.923076923,6008539.692307692,6141312.461538462,6274085.23076923,6406858.0,6539630.769230769,6672403.538461538,6805176.307692308,6937949.076923076,7070721.846153846,7203494.615384615,7336267.384615384,7469040.153846154,7601812.923076923,7734585.692307692,7867358.461538461,8000131.23076923,8132904.0,8265676.769230769,8398449.538461538,8531222.307692308,8663995.076923076,8796767.846153846,8929540.615384616,9062313.384615384,9195086.153846152,9327858.923076924,9460631.692307692,9593404.46153846,9726177.23076923,9858950.0,9991722.769230768,10124495.538461538,10257268.307692308,10390041.076923076,10522813.846153846,10655586.615384616,10788359.384615384,10921132.153846152,11053904.923076922,11186677.692307692,11319450.46153846,11452223.23076923,11584996.0,HT
Honduras,2782753.0,2929870.4423076925,3076987.8846153845,3224105.326923077,3371222.769230769,3518340.211538461,3665457.653846154,3812575.096153846,3959692.5384615385,4106809.980769231,4253927.423076923,4401044.865384616,4548162.307692308,4695279.75,4842397.192307692,4989514.634615384,5136632.076923077,5283749.51923077,5430866.961538462,5577984.403846154,5725101.846153846,5872219.288461538,6019336.730769231,6166454.173076923,6313571.615384616,6460689.057692308,6607806.5,6754923.942307692,6902041.384615385,7049158.826923077,7196276.269230769,7343393.711538462,7490511.153846154,7637628.596153846,7784746.038461539,7931863.480769231,8078980.923076923,8226098.365384616,8373215.807692308,8520333.25,8667450.692307692,8814568.134615384,8961685.576923076,9108803.019230768,9255920.461538462,9403037.903846154,9550155.346153846,9697272.78846154,9844390.230769232,9991507.673076924,10138625.115384616,10285742.557692308,10432860.0,HN
Hong Kong,3955072.0,4023029.557692308,4090987.115384616,4158944.673076923,4226902.230769231,4294859.788461538,4362817.346153846,4430774.903846154,4498732.461538462,4566690.019230769,4634647.576923077,4702605.134615384,4770562.692307692,4838520.25,4906477.807692308,4974435.365384615,5042392.923076923,5110350.480769231,5178308.038461538,5246265.596153846,5314223.153846154,5382180.711538462,5450138.269230769,5518095.826923077,5586053.384615384,5654010.942307692,5721968.5,5789926.057692308,5857883.615384615,5925841.173076923,5993798.73076923,6061756.288461538,6129713.846153846,6197671.403846154,6265628.961538462,6333586.519230769,6401544.076923077,6469501.634615384,6537459.192307692,6605416.75,6673374.307692308,6741331.865384615,6809289.423076923,6877246.98076923,6945204.538461538,7013162.096153846,7081119.653846154,7149077.211538462,7217034.769230769,7284992.326923076,7352949.884615384,7420907.442307692,7488865.0,HK
Hungary,10315366.0,10308672.576923076,10301979.153846154,10295285.73076923,10288592.307692308,10281898.884615384,10275205.461538462,10268512.038461538,10261818.615384616,10255125.192307692,10248431.76923077,10241738.346153846,10235044.923076924,10228351.5,10221658.076923076,10214964.653846154,10208271.23076923,10201577.807692308,10194884.384615384,10188190.961538462,10181497.538461538,10174804.115384616,10168110.692307692,10161417.26923077,10154723.846153846,10148030.423076924,10141337.0,10134643.576923076,10127950.153846154,10121256.73076923,10114563.307692308,10107869.884615384,10101176.461538462,10094483.038461538,10087789.615384616,10081096.192307692,10074402.76923077,10067709.346153846,10061015.923076924,10054322.5,10047629.076923076,10040935.653846154,10034242.23076923,10027548.807692308,10020855.384615384,10014161.961538462,10007468.538461538,10000775.115384616,9994081.692307692,9987388.26923077,9980694.846153846,9974001.423076924,9967308.0,HU
